glist01,dd
UBL5,0.0560834847170862
APLP2,0.0560498199312096
TSLP,0.0560416152281436
PLA2G4C,0.0558471769528575
PSAP,0.0558308117137264
FAIM,0.0556250207233546
C7orf50,0.0555577876753429
GPBP1,0.0555492603499453
THOC1,0.0555168231629017
PCID2,0.0554585381573363
RPL37,0.0553846048902485
AK1,0.055350071841265
LMAN2,0.055326930305742
RPS9,0.0550332337340892
FRMD6,0.0549889491418172
ATF3,0.0548551785310289
IL32,0.0547043828999665
APOL4,0.0546638602698505
TAX1BP3,0.0546431199635047
SARAF,0.0546215537613651
HEXB,0.0545871947154317
HDAC9,0.054382262270352
ROBO2,0.0543794075812138
SRSF11,0.05428348768361
MRPL17,0.0542107576762905
SRSF2,0.0542042299828746
YIF1A,0.0541092061938163
HOXB2,0.0541065041939724
HBA1,0.054051134271816
ZDHHC12,0.0539542991487109
RPL6,0.0538162278362516
UFM1,0.0537583302297378
BNIP3,0.0537387291185347
PNRC2,0.0537265845385845
IDH2,0.0536931466693831
TYMP,0.0536918687541151
ZFP36,0.0536314513215204
PYCR1,0.0536137658090099
CST6,0.0536019263188557
HIST1H1A,0.0535539392854296
PRADC1,0.0535020658132779
METTL9,0.0534420436393841
ACADVL,0.0533944555713217
DYSF,0.0533860270904021
CEBPA,0.0533544287565088
CGGBP1,0.0533069217066181
HSP90B1,0.0532755142979471
GPAA1,0.053247046295832
C1orf122,0.0532278418631829
OXLD1,0.0531947549892693
TPGS2,0.0530439464318384
ZNF28,0.0528706764947621
APOL6,0.0527700318697665
CLDN6,0.0527011423323417
ZNF568,0.0525090069625186
RPRD1B,0.0524956307294791
CTSK,0.0524396647268388
CTSB,0.0523342790155123
DYNC1H1,0.0522489512603525
RPLP2,0.0521308284429082
HMGN1,0.051989920123056
CTSD,0.0519035125302723
PARP9,0.0518597467554136
TRIM69,0.0516237653972545
SCARA3,0.0515264125141766
TMED10,0.0515234402256682
JUN,0.0514777667040759
TRIP6,0.0513873976607161
KRTAP4-1,0.0513815719822885
SNRNP70,0.0513604044089596
CHORDC1,0.051316733739501
LSM10,0.0513102480265761
COX7A2L,0.0513049582341518
CD164,0.0512241612611163
IL27,0.0511527980591544
RPS19,0.0508516032373473
PRDX5,0.0508264882546744
SSTR2,0.0508239379726067
ARHGAP20,0.0507706276224192
CDKN1A,0.0507054568939142
GLIS1,0.050671379531542
GPR87,0.0506406368383458
HIST2H2AB,0.0506406368383448
SFPQ,0.0505827411171571
TRMT112,0.050418321608933
MYO9A,0.0503230017593387
RPL18A,0.05025509094384
ARPC1B,0.0502271115103321
SPAG7,0.0502112444078184
RPL9,0.050168365468195
CDC37,0.0500923469276236
ANKRD53,0.0500821490329366
PDLIM4,0.0500594623831184
FCGRT,0.0500211797978311
GRIN2D,0.0499948315588843
POMP,0.0498584805466967
CUTA,0.0496234772013133
THBS2,0.0496169913160184
TMED9,0.0495991603529732
COX5B,0.0495913502968286
ZNF331,0.0494617786747151
CHTOP,0.049246268299896
SUB1,0.0492159329707429
COX5A,0.0491843349293543
DUSP2,0.0490068960518162
HAUS4,0.048894455557544
VDAC3,0.0488926507263742
DYNLRB1,0.0488681625709091
TMEM159,0.0488671118126939
SEMA3E,0.048861547171
DNAJC1,0.0487815995803815
RGMB,0.0487079824569185
TSSC4,0.0486319885560484
RPL7,0.0485347954158149
NDUFS5,0.0484765664060427
GYPC,0.0483781367205835
SRP19,0.0483269780334631
SSX2IP,0.0482964888093413
LMNA,0.0482914522158757
PREX1,0.048267523765993
UNC119B,0.048202429202062
PRDX1,0.048195450657203
EPHX1,0.0481213299074978
NKTR,0.0480133239432738
TBCA,0.0479592113277038
POLD2,0.0478050961459368
EMX2,0.0476841798317253
SLC25A3,0.0475540894823573
CD63,0.0475456259392118
CRTAP,0.0474974584622871
OPTN,0.0473884340122615
NPC2,0.0472220751554851
HSPB3,0.0471669217365337
LRRFIP2,0.0470119464419504
CHN1,0.046920364037003
MMP2,0.0469144224591836
MED15,0.046893877389175
JAK1,0.0467967523389706
CXCL2,0.0467610712715624
GSTK1,0.0467346290369385
A1BG,0.046676130210346
DDX60L,0.0466268714977025
ZNF593,0.0466041485296588
PTPN20,0.0465503370004942
NDUFB3,0.0465302457307092
ADPRHL2,0.0464551080551294
ZFP30,0.0464272630851591
ADI1,0.0463753300939748
YAF2,0.0461119518506393
TIMM13,0.0459658808101811
VWCE,0.045871482146205
APOL1,0.0458376285469287
LUM,0.0457789729417618
TXNDC17,0.0457536471779212
MYLK,0.0456419716601745
KCNJ6,0.0456015584955389
POSTN,0.0455888940608703
HIST1H2BK,0.045557665234359
SRSF1,0.045553063528581
ANAPC13,0.0455351777517887
SAMD10,0.045498100440231
HACD4,0.0453872206085895
ME1,0.0453312439342899
UBE2J2,0.0452305219525469
COX7A2,0.0451414651559922
SPRY2,0.0449363226651882
ERGIC3,0.0448407907659963
PABPN1,0.0448302615779855
CCNL2,0.0447568958105515
ITGB5,0.0447025867064812
SDHD,0.0446826054031928
MYEOV,0.0446455953183063
C5orf56,0.0446424382232716
RAB31,0.0446389651966198
TMEM11,0.0446019123508938
TMEM237,0.0445796652211269
FAM227A,0.0445066169080195
HSPA8,0.0444724251532352
RPL21,0.0443939090243396
THSD4,0.0443672860816377
PDCD6,0.0443331973033223
LTBP2,0.0443313685426779
MEX3D,0.0442325329672848
MMP12,0.0441628195731252
TMEM30B,0.0441537412619708
TALDO1,0.0441476087175453
CCPG1,0.0441342737737287
GBP5,0.0440997196944631
DNASE1,0.0440207177918819
PXDN,0.0439132515330666
MED31,0.043903685408334
POU3F2,0.0438745653945107
SOD1,0.0438589685003661
MSTN,0.0438339542348622
AGGF1,0.0437924580357768
EHD4,0.0437920743851326
EPSTI1,0.0437484334468419
COL5A3,0.043610947094242
CDKN1C,0.0435861906486435
UNG,0.0435822650183088
DOCK1,0.043528971299687
NPDC1,0.043487207221891
BRI3BP,0.0434617695627605
STK38L,0.0433780988186975
SNRNP25,0.0433669894043234
HACD1,0.0432208326547308
SCNM1,0.0431548642441368
ARHGEF28,0.0430823481837757
N4BP1,0.0430494665148964
FABP3,0.0429656832636508
FLVCR1,0.0428750116657877
TRIM26,0.0428738462767862
SERPINH1,0.0428370764105623
KLF4,0.0428144087501207
RPL37A,0.0428059942857126
MFAP4,0.0428048132422108
ATRAID,0.0425986286271392
SP110,0.0425692391474114
EPC1,0.0425068170876395
TAF5L,0.0424981826193413
RAB11FIP2,0.0424908188616112
PLEC,0.0424471105094856
FAT3,0.0424181126109181
TXNDC15,0.0424177837052469
KRTAP4-12,0.0423454158913037
PGAM1,0.0422678659114195
ACIN1,0.0422636239465255
P4HB,0.0422492313247791
BST2,0.0422057353925346
CMPK2,0.0422025427175291
LZTS2,0.0421778589699764
AEBP1,0.0421538354994213
SRSF4,0.0421523284200325
DAPK3,0.0421015276383938
UBXN2A,0.0420694035634215
MFAP5,0.042000129908961
FAM84A,0.0419018886617871
ANKRD11,0.0418903910976155
PAQR5,0.0417483384918701
CMSS1,0.0417240371272132
ITGA3,0.0416803249116111
DDOST,0.0416355850076517
PAM,0.0415664940510629
POLR2F,0.0415623046287584
HSPD1,0.0415622742303267
DYRK3,0.0414846314586134
SMIM4,0.0414584440678529
HERC5,0.0414365303567285
RAD23A,0.0414069043583655
PPP4C,0.0413917279019336
TPST2,0.0413183334044996
FRMD4B,0.041003743467288
TRAF1,0.040918516783263
NGLY1,0.040903415045381
TRA2B,0.0408620978248619
NRBP1,0.040843483855339
RPS28,0.0408125638579612
CWC15,0.0407655426023344
BUD31,0.0407425852885447
RPL7A,0.0407114877110331
NSRP1,0.0406976967287059
ERCC8,0.0406924585764349
SRSF10,0.0406408874249823
RASD2,0.0404887216969469
PSMG4,0.0404868948585671
DSTN,0.0402887237375245
COPZ2,0.0402885232856238
RPP25,0.0402877095865629
HIST1H3G,0.0402093618861651
SSR2,0.0400451579119656
GSG1,0.04004312885595
CCDC115,0.0399848947469584
CCT8,0.0399353437838906
SEMA3D,0.0399316395699373
GRN,0.0398209572639597
PCGF5,0.0397607218980709
E2F4,0.0397329716256491
NR4A3,0.0397060105310818
DPH3,0.0396911232715354
IL18,0.0396599482816927
C6orf62,0.0396156977510122
DHRS7,0.0395306464203437
PCP4,0.039522636037225
FAM174A,0.0395146273227398
GBP2,0.0394275087643624
PMAIP1,0.0393630094721441
TOMM5,0.0393034225953607
MME,0.0391564705416622
CRELD2,0.0391396936480073
GLRX3,0.0391293050634486
RNF181,0.0391088889044572
NUAK2,0.0390313785291132
GADD45GIP1,0.0390050507525011
MOK,0.0390044631065355
CPNE7,0.0389951230490898
UBE2G2,0.0389846860472038
GRASP,0.0388129804302284
MLF2,0.0387689051999899
VEGFC,0.0387029153804766
TRIM66,0.0387014181815511
GTF3A,0.0387001251818793
NUP133,0.0386684512444721
ZC3H12A,0.0386404167990719
PGF,0.0386274646108712
HEBP1,0.0385842606813094
BAG1,0.0385567218621529
ERP29,0.0384790581988192
C14orf119,0.038418770565466
ELFN1,0.0384096228790418
FAM200B,0.0384031760208335
C11orf68,0.038351972074774
ALDH2,0.0383220648186463
ST13,0.0382888439766871
NFATC2,0.0382820190318863
BTN3A2,0.0382601580876425
PRKD2,0.0382222216177116
QSOX1,0.0381849055821325
PAX9,0.0381788337091401
NLRC5,0.0381264354380185
CAMLG,0.0381205224139184
MPP4,0.0380742704632619
EIF4EBP1,0.038027173334467
RAC1,0.0380076293612742
CEP55,0.037952644828996
ALDH3A2,0.0379379347831757
ARF5,0.0378991438156904
MCAM,0.0378550517819706
ZNF565,0.0378391389308413
SNX7,0.0377939766307243
TMEM179B,0.0377864411277576
SPHK1,0.0377746414662017
VPS25,0.0377691856207013
WRB,0.037749790375687
SAMD4A,0.0377446880428513
ACKR4,0.0377392212567096
UROS,0.0377292032207132
DYM,0.0376623754407948
WARS,0.037539613766408
HTRA1,0.0375356911796416
GCA,0.037490523273844
GREB1L,0.037463844517687
MRPL27,0.0374633264543868
SPOCK1,0.0373415187728176
CASP4,0.037327484865166
ZNF283,0.0373093050522724
EI24,0.0372507738482224
ZNF850,0.0372156552650985
RNF130,0.037193055790519
NRROS,0.0371840569312086
TDP2,0.0371472585160433
DEDD2,0.0371227389643486
CD38,0.0371055339908573
MXRA8,0.0371019440654471
PSMG3,0.0370987803371955
GSKIP,0.0370883535033405
PHGDH,0.0370735157232214
CALB2,0.037047062351373
HIST1H1D,0.0369875649799825
GABBR2,0.0369848273529598
SEMA3F,0.0369324880694848
ELOF1,0.0368546425787217
GALNT5,0.0368459492530368
SUGCT,0.0367981278713248
SPIRE2,0.036797407779736
ANK1,0.036797407779723
CATSPER2,0.0367974077797207
KIAA1143,0.0367819554922988
IER5L,0.036720986912899
CDH8,0.036703656991561
ZNF667,0.0367025427627637
MRPL52,0.0366316418690843
MYO9B,0.0365928326761355
IL15RA,0.0365858274861418
SLIRP,0.0365643911973458
DNAJC12,0.0365192063290241
MSANTD3,0.0364741218148622
MPLKIP,0.0364474561763973
SNRPD1,0.0364341614960776
DBI,0.0363998528923693
LSM1,0.0363982621204482
DUSP10,0.036374169168506
GPC1,0.0363720577941454
SERINC2,0.0362502888808788
GORASP2,0.0362267356025841
VMP1,0.0361567021267803
FLAD1,0.036100099207051
TAF9,0.036091472921216
SMG6,0.0360539725196468
IRS1,0.0360439386956718
REXO2,0.0360233727293029
SPAG9,0.036018148038956
AVPI1,0.036001034078267
SCP2,0.0359301089961862
MRPS24,0.0358518654993736
TCF21,0.0358392873756811
SERPINI1,0.0358392873756692
PIGBOS1,0.0357405781473936
PAX3,0.0357283351180016
SLC31A1,0.0357199119033507
SLC44A1,0.0357006381225336
COL14A1,0.0356688721041806
C15orf61,0.0356381591477619
AKR1C2,0.0356003281189528
FAAH,0.035470988915674
ACAT1,0.035432553786154
ZNF704,0.0354316544198889
CERCAM,0.0354215694432962
ERBB4,0.0354035404563877
SDHC,0.0354012008215879
BAZ2A,0.0353686642808075
RPS24,0.0353502773028263
ARL3,0.0353256889458224
RAB3GAP1,0.0352920158048705
FBLN2,0.0352579428438176
HSPA2,0.0352055821592021
ZNF763,0.0351784061983446
PARP10,0.0351644334087124
PHACTR4,0.0351129665048161
IFIH1,0.0351041002856986
ANKLE2,0.035103434750681
NDUFB7,0.03509299621754
MAP4K4,0.0350919695978447
TSPAN3,0.0350498374292807
MPG,0.0350438450430006
FAM32A,0.034991586017246
CBLN3,0.0349856543458232
LTB4R2,0.0349824262338462
MDM2,0.0349637142719266
TGFB1,0.0349629801922474
ATP6V1G2,0.0348546307513051
ETV3,0.0348265484818117
CDA,0.0348252006173267
ETHE1,0.0348149424351557
PARVB,0.0347913868152184
GSN,0.0347877504035304
TIMM8B,0.0347179783457866
NUAK1,0.0346368887686473
ARL4C,0.0345744462126849
PRPF38B,0.0345330451027293
FGFR1,0.0345235363375118
SMC2,0.0344720051186935
MAP7D1,0.034437169173301
PSMB7,0.0344230560052325
BUB1B,0.0343918875813012
PDGFD,0.0343888379419047
ADAMTS7,0.0343579969634176
SHISA4,0.0343510402025647
IGFBP4,0.034276265449343
NPIPB5,0.034268436498908
KDELR1,0.0342208010508581
PTGER2,0.0342029335008135
CRIPT,0.0341918004179001
MARCH3,0.0341573963826204
LYRM1,0.0341448312179616
SCX,0.0341021414535889
N4BP2L2,0.0339712619237426
P2RX7,0.0339105970228159
PELO,0.0339095438969043
ADIPOR1,0.0338828396329166
CMTM4,0.0338775874054981
TMEM173,0.0338468372084218
GABPB1,0.0338142838265426
AHNAK,0.0337969362729817
EPRS,0.0337794555404039
IMPA1,0.0337701374766813
