glist01,dd
PREPL,0.00882106345424482
ALKBH5,0.00882011991371605
PRDX3,0.00881963903573419
ALYREF,0.00880711673818342
SLC20A2,0.00880531497689594
ASF1B,0.0088014085324534
TXNRD2,0.0088013485878947
CDC42SE2,0.00879541000784197
RMDN3,0.00879495947322176
CRYM,0.0087943903840219
LGI4,0.00879439038401472
COPG2,0.0087853972049804
TSPAN9,0.00878238243412612
CDK6,0.00877739607835054
HSPA13,0.00877417532702226
TTC31,0.00877294987031221
PHF14,0.00877281642662853
COL16A1,0.00876168771243675
NOD2,0.00876127224655498
PROX1,0.00876127224655461
C20orf141,0.0087612722465493
PGM2,0.00876061719390289
RNF19B,0.00875986900743109
PRIMPOL,0.00875789234273621
MAFF,0.00874171249375152
MED28,0.00873202055473649
GARS,0.00873091193523004
KCNS3,0.00872704006575204
FBXO38,0.00872365456530629
SIX4,0.00872105735724791
COG6,0.00872028359023371
FYTTD1,0.0087168692870088
KLHL36,0.00870842846963845
ATG16L2,0.00870650619193276
CNFN,0.00870066933082511
EPOR,0.00869909731657238
PRKAB1,0.00869822588748341
PWP1,0.00869432670002232
LAMB3,0.00868251972071258
PEX11B,0.00867863191730595
SOWAHC,0.00866326301666311
CKS1B,0.0086483011264098
ESCO2,0.00864395288847829
AARSD1,0.00864047519744038
ZNF234,0.00863860109205892
CFH,0.00863413020602611
ADCK5,0.00863339404156884
MORN1,0.00862573998485924
SPEF2,0.0086221283148668
CGRRF1,0.00861682860214797
IFT81,0.00861336034936704
NBPF20,0.00861222428881924
PELP1,0.00860594265450071
GLIS2,0.00860491405274181
STRADB,0.00860183896491361
H6PD,0.00860155453139767
PDGFRB,0.00860069659079853
MTERF3,0.00859506089250611
C1QTNF6,0.00859408186615711
MAP1S,0.00859223998286196
SLC24A1,0.00859190957497407
GGT7,0.00859190779436435
MTO1,0.00859179383987851
NEK7,0.00858870384786049
NT5C2,0.0085824652776469
IL22RA1,0.00857477672961433
ATG14,0.00857297482389867
CDC73,0.0085662162519247
SAMD3,0.00856187545256205
LRRC46,0.00856187545256082
MAN2B1,0.00855370546391657
NYNRIN,0.0085536471765795
PTK7,0.00855054820166428
YTHDF3,0.00854740812928405
EMCN,0.00854050768693384
INA,0.00854050768693345
PTGDR,0.00854050768693341
HIPK4,0.00854050768693266
SCGB3A1,0.00854050768693235
SYNE4,0.00854050768693208
ERBB3,0.00854050768692639
CYP2E1,0.00854050768692484
PDZK1IP1,0.0085199557497332
PRDM15,0.00851940224938938
AK2,0.00851647464779611
C1orf56,0.00850612366115704
CHMP7,0.00850394914229689
PDCD11,0.00850102016009944
AAGAB,0.00849976697532151
ASAH1,0.00849952929659744
SPAG1,0.00849745278190422
ADARB1,0.00849327072241758
PPFIA3,0.00849230587533996
AKAP6,0.0084911648815439
ZNF638,0.00848556460862169
COQ4,0.00848176323580903
URM1,0.0084735881491756
FBXW8,0.00847005190239316
ETFDH,0.00846073264024304
ADGRA3,0.00845836321410149
PPAT,0.00845656031716549
U2AF2,0.0084565201089295
TYW5,0.0084518726911292
BMP6,0.00844351007254926
CSF1R,0.00844351007254921
SCAP,0.00843963386351996
NOM1,0.00843961905271392
MEGF9,0.00843766208483717
SSU72,0.00843188408186239
RAPGEF6,0.00843145876156582
ST3GAL1,0.0084300082556211
HIST1H2AH,0.0084260357831707
FAM107A,0.00842603578317063
HNRNPH1,0.00842379347367633
MVD,0.00842236811592995
PALLD,0.00841599546370491
YBEY,0.00841200899308799
ZNF611,0.00841077928240172
ECE1,0.00839250566985902
PSG7,0.00838991523479976
FZD1,0.00838470586608524
SUPT20H,0.00837850072816755
RFESD,0.00837530775530168
GINS4,0.00837439670123902
SAFB2,0.00837291945333021
PRKACA,0.00836448906903161
HILPDA,0.00836284877396016
DYNLL2,0.00835429899995854
DDX55,0.00834486180829175
ARNTL,0.00833853280041568
MAP2K7,0.0083376133699483
MRPL3,0.00833588974737241
RTN4,0.00833125072581539
GLIPR2,0.00832550317192942
PSMB2,0.00832390311276388
KCNK6,0.00832124428342856
FBXO17,0.00831762309430613
MLEC,0.00831680248311073
CTPS1,0.00831355472490376
ANKH,0.00831169448846599
RBM14,0.00830788378515168
CNOT8,0.00829960796771484
G3BP1,0.00829582808751281
RAB42,0.00829405958447998
ACOX1,0.00829284536672201
OST4,0.00828581670166054
PITPNC1,0.00828196143959464
ABHD10,0.00827913632669133
NCBP2,0.00827658207579465
ELL,0.00827646017058281
ZNF778,0.00827256651403517
TGFBR1,0.00827058527068884
ZNF117,0.00826411671745558
TP53BP1,0.00825927291760531
IMMT,0.00825713163704069
WBP11,0.00825167643524923
BAD,0.00825053742107153
INTS1,0.00824980340286669
JMJD4,0.00824907635084403
ZNF12,0.00824776477903435
CEP170,0.00824506723710556
NOTUM,0.00824314947308955
TMPRSS9,0.00824314947308624
LRRIQ1,0.00824314947308605
ZNF709,0.00824314947308439
ZNF195,0.00823576773374293
ADAMTS9,0.00823519027605973
R3HDM4,0.00823318476924316
APBB1,0.00822899617725813
MAP4K2,0.00822718149453504
SHCBP1,0.00822627259217714
MTURN,0.0082219516601339
BAG5,0.00822177366614735
LAMA1,0.00821814241471911
FSCN1,0.00821537001652131
MAP3K3,0.00821288196992757
RIPPLY2,0.0082115511391956
KCNAB1,0.00821155113919549
NAT16,0.00821155113919541
SCT,0.00821155113919512
PLEKHH1,0.00821155113919512
PCLO,0.00821155113919503
SLC16A14,0.00821155113919493
PXT1,0.00821155113919484
RHPN1,0.00821155113919474
SHISA2,0.00821155113919455
C6orf201,0.00821155113919426
ACP7,0.00821155113919425
FOXJ1,0.00821155113919386
SLC24A4,0.00821155113919348
CFAP206,0.00821155113919329
ANKRD24,0.0082115511391925
MYRF,0.00821155113919237
TMEM184A,0.00821155113919202
CFAP161,0.00821155113919193
DEF6,0.00821155113919142
IDI2,0.00821155113919133
SEMA6A,0.00821155113919125
ZBED9,0.00821155113919084
NUP210L,0.00821155113919027
FGF12,0.00821155113919009
MAL2,0.00821155113918998
CPT1B,0.0082115511391892
ESAM,0.00821155113918901
GNAT2,0.00821155113918872
CD22,0.00821155113918862
PDE3B,0.00821155113918853
GPR158,0.00821155113918823
VASH2,0.00821155113918804
CES5A,0.00821155113918791
EPHX3,0.00821155113918636
C5orf49,0.00821155113918483
ARFIP2,0.00821043586383075
DCTPP1,0.0082072369244988
EP300,0.00820490858394021
FIGNL1,0.00820132245377164
ATP1A1,0.00819796906292651
ARID3A,0.00819743759440064
RPL26,0.0081902627601169
SPTAN1,0.00818896979553386
METAP2,0.00818503624579941
ZNF263,0.00818499302198207
YY1,0.0081843254325677
CHERP,0.00818430403535713
AGAP3,0.00818276717383645
DDRGK1,0.00817789152006405
SLC35A4,0.00817647844099975
ALDH1L2,0.00817305172253642
RUFY1,0.00817191244428119
CLASRP,0.00816349026923828
RNF4,0.0081610311250495
NAP1L1,0.00815721751056513
SMAD3,0.00815404315948804
DPH2,0.00814704688413272
SNX25,0.00814697586442789
CLINT1,0.00814346014276424
ADGRA2,0.00813831452538678
B3GNT9,0.00813371140868884
NEGR1,0.00813310405492368
ZCCHC9,0.00812391339392729
NRSN2,0.00812250488166923
FRS3,0.00812152975476379
APPL1,0.0081214307181119
FBXW4,0.00812100093514882
COL11A2,0.0081206277054141
UCN,0.00812062770541351
SEC23B,0.00811837713425829
MTMR10,0.00811614657593518
MXI1,0.00811496722170468
MARCH5,0.00811406442468674
NUP205,0.008108540981686
C8orf33,0.00810478384497653
REPIN1,0.00810098857430905
CAND1,0.00809994334277381
TMEM67,0.00809769389500287
ZMAT2,0.00809471913960991
MED13,0.00809401803186554
SETD1B,0.00809195248591492
SUCLG2,0.00808830030733736
TRAPPC13,0.00808261767089082
ZNF766,0.00808022084928146
ZNF83,0.00807826115581398
SERP2,0.00807728977893931
FCMR,0.00807614170723427
ZNF564,0.00807456536027864
ZNF66,0.0080745653602786
EXOG,0.00807450187644782
PYROXD1,0.0080708919715924
TUBB2B,0.00806741081882386
ARAP3,0.00806741081882242
GALNT3,0.0080521268106886
DNAJC16,0.00805146929410455
NUP188,0.00805090011286992
CHCHD7,0.00804894451321088
MRPL53,0.00804587123353335
CRLF3,0.00804239292994002
NFKBID,0.00803856259540682
C12orf76,0.00803789237086281
RSPH9,0.00803762214149166
HERC3,0.00803485686996511
LRRC6,0.00803107305530731
EAPP,0.00802000986366996
MYBBP1A,0.00801786766829753
DVL3,0.00801725264507195
ZNF391,0.00801654791010424
TIMM23B,0.00801130304783835
MYEF2,0.00800821472282194
SYT11,0.00800673085021905
REST,0.00799914457153059
CORO1B,0.00799850926256019
ANAPC1,0.00799556163891901
MRPS10,0.0079821036633781
ATP13A3,0.00797935622632765
ZNF23,0.00797553855114245
SEC24A,0.00797490141753506
ID1,0.00796811648435744
ARHGAP17,0.00796726558154485
GPR180,0.0079649164291928
ZNF417,0.00796260778101612
PLD1,0.0079626077810119
INTS9,0.00795805387827035
RAB3IP,0.00795805387826884
BCKDHA,0.00795304416671569
TFR2,0.00795304416671497
CCDC40,0.00795304416671473
TBX6,0.00795304416671451
PELI2,0.00795304416671355
PTPN1,0.00794884856419856
POFUT2,0.00794831921367904
COL5A2,0.00794764254567654
NECAB3,0.00793933170782507
PSMB10,0.00793902060483747
FBXW9,0.00793700585267048
CHN2,0.00793571741803591
PDE6D,0.00793284746619491
OSGIN2,0.00793265970824399
TMEM14A,0.00793073325198631
ZNF304,0.00793012940565977
SGF29,0.00792272521834504
SPG7,0.00792261324951412
ALMS1,0.00792042930223084
OGFOD1,0.00791822699705104
BIVM,0.00791168380943026
CDK17,0.00790953696252718
WARS2,0.0079042477774107
C3orf52,0.00790167899429906
CNBD2,0.0078940790184747
EIF3K,0.00788619050246389
HARS2,0.00788336284309653
HMGCL,0.00788264080098645
ARID2,0.00788225444902504
RASGRP3,0.00788168506829436
PRKAR2A,0.00786709520389264
CD226,0.00786052250112146
PDS5B,0.00785182525218386
CDC42BPA,0.0078504612569602
AKAP7,0.0078487767716842
CSNK1G3,0.0078460771068794
STT3B,0.00784399565070441
F12,0.00783720286890407
NSUN5,0.0078354852186829
FCF1,0.00783531274341315
LONP2,0.00783003476238471
VLDLR,0.007828160089052
ACD,0.00782674672116039
KIFAP3,0.00782497917041533
RUNX1,0.00782168201956483
IREB2,0.00781913236945072
FBXO22,0.00781894171101847
RNF34,0.00781707148558462
ZNF480,0.00781494043507425
ACSS1,0.00781458484308523
SPAG4,0.00781221744058235
BBS4,0.00780772231586556
GOSR1,0.00780680343781308
KIF5C,0.00780526733910656
FMNL2,0.00780303093890954
PDK1,0.0077959216592655
CRTC2,0.0077953039762022
ACTG1,0.00777987570226057
TMEM132B,0.00777838174465522
TIAM1,0.00777480114978816
SSC4D,0.00777276789805483
CDK10,0.00777250654260222
PSKH1,0.00776608888096817
GANAB,0.00776548019660331
ZDHHC8,0.00776207701155252
RANBP9,0.00776060146322268
ATP6V1G3,0.00775706420222281
E2F5,0.0077570642022227
SAMD13,0.00775706420222227
PLA2G5,0.0077570642022221
SH3BGRL2,0.00775706420222176
ITPKA,0.00775706420222146
HPCA,0.00775706420222055
AMZ1,0.00775706420222053
TMEM154,0.00775305208736206
CPT2,0.00775262102877809
SPATA2L,0.00774940754687217
RAF1,0.00774767807902216
BAIAP2L1,0.00773313314386336
PTCD2,0.00773165510089538
NOMO1,0.00773111923958129
AP4B1,0.00772847584049196
PRKAB2,0.00772745691435778
RAP1GDS1,0.00772483930959754
STK16,0.00772315609670593
USP13,0.00772289963318414
C1orf74,0.00772187517823607
MDGA1,0.00772160967340862
TBX18,0.00771987368931864
SVIP,0.00771983525459651
ZBTB38,0.00771492676496867
SORBS3,0.00771325567351371
RNF208,0.00771154122771394
NOMO2,0.00771154122771333
METAP1,0.00770862769014232
ADGRL1,0.00770171541375454
PLA2R1,0.0076948244463211
ZNF800,0.00768451029745888
EPHB2,0.00768285089469411
RRAS,0.00768202286159656
PCMTD2,0.00767996164496615
CNTROB,0.00767812621594398
TP53INP1,0.00767685306622195
FDPS,0.00767615596410996
ZNF329,0.00767364596322202
YRDC,0.00767277402996794
ZNF267,0.00767225226964323
MAST2,0.00767171104430681
VPS52,0.0076688098779663
ADAM9,0.0076663989650275
HPS1,0.00766611826944677
ISYNA1,0.00765569593675731
HMOX2,0.00765469138482637
CAPN5,0.00765367616960388
PPP4R3A,0.00764835147706155
MTCL1,0.00764203779053183
BRCA2,0.00763988450379644
ETAA1,0.0076332328751176
FBXL19,0.0076331776591071
DCAF6,0.00763069750360042
NRDE2,0.00762974379444403
CCDC188,0.00762962161379966
MAP2K6,0.00762962161379757
RC3H2,0.00762874647200847
TMEM56,0.00762706275136437
PGBD5,0.00762706275136424
CCDC25,0.0076229836719673
SLC7A6OS,0.00762063188278215
GLB1L,0.00761846681973888
ARMC6,0.00761686757467218
SFT2D1,0.00761489176282603
ZCCHC3,0.00760556047767681
CCDC93,0.00760128636017115
APCDD1L,0.00759807931488688
DNM3,0.00759706456803629
ACSL1,0.00759295389669889
C12orf65,0.00758957032442835
ANKRD6,0.00758216021194397
LIG3,0.00757406867863248
CCDC74A,0.00757063829636382
FZD5,0.0075671709435245
PARL,0.00756264022981623
MVB12B,0.00756191840555318
AHDC1,0.00756029131012408
MAMDC4,0.0075594708979615
PM20D2,0.0075569587336444
OXSR1,0.00754856081090872
NECAP1,0.00754316156062092
PARP3,0.00753499174121833
TSTD2,0.00753400112227678
RPL27A,0.00753282173278877
ARIH1,0.00752962891160353
TAF5,0.00752727146590638
PFN4,0.00752137552866108
NPB,0.00752116682577177
SDC3,0.00752015328578485
TBCCD1,0.00751701663034164
HFE,0.00751090828998734
TRIM28,0.00751053224655938
ZC3H7A,0.0075078144195329
PGA5,0.00750778910211857
BICD1,0.00750267364550998
PPP2R5E,0.00750104106184349
MKKS,0.00750045371990814
ZNF320,0.00749599145606055
CDH23,0.00749502563137823
C11orf54,0.00749373307583114
SCAF4,0.00749348385824172
ADPRH,0.00749153716426952
RAB35,0.00748842240320125
GLT8D1,0.00748682469892137
SLC25A44,0.00748256465555677
CUL1,0.00748040163617215
TAB1,0.00747824471409674
BCL9L,0.00747559648015482
NSMAF,0.00746381523024392
ARMC8,0.00745960770765675
SEMA3C,0.00745778737239667
PURA,0.0074572467185722
ADCY7,0.00745587282452703
MFSD1,0.00745576147590657
TIMM10,0.00745468785140052
ZNF16,0.00745446568279641
ZNF143,0.00745014530584824
METTL8,0.00744596895514896
FBXL4,0.00744567382185371
LRRC32,0.0074411453357831
SH3YL1,0.00744088117571833
COL4A1,0.0074402983622327
RAB27A,0.00743581622026533
URI1,0.0074353394097256
ETV4,0.00743413728825309
STX3,0.00743251922697474
RCAN2,0.00743165020181137
B4GAT1,0.00743010847626267
DGCR6,0.00742931297069192
ZCCHC4,0.00742596304521422
NT5C,0.00742592852491746
AASS,0.00742421210267547
IL21R,0.00742053403304969
TARBP1,0.00741389561014397
PXMP4,0.00741238244041247
CAMK2N1,0.00741175497020842
ZC3H10,0.00741034105324439
MRC2,0.00740701346388814
SUSD4,0.00740682636048877
ZNF346,0.00740469401804615
DDX54,0.00739941391739075
CDK13,0.00739771208623003
LRPPRC,0.00739453577826235
PRMT6,0.00739299744231332
MRPS18B,0.00738699970170292
INO80B,0.00738448140453707
TRMT1L,0.00738411770977846
PDE4B,0.00737990142057506
CEP350,0.00737945906085045
GABPB2,0.00737913825222073
SLC2A9,0.00737854308331907
DDTL,0.00737854308331597
HLTF,0.0073713211454399
RPP14,0.00737110510754733
EIF3A,0.00737108115482409
RECK,0.00737011633653121
TANGO6,0.00736979655927412
PSORS1C1,0.00736871186211825
ELMOD3,0.00736235333022123
STPG1,0.00736233663278002
ZNF770,0.00735632312491298
KNTC1,0.00735572350928507
GNE,0.00734811859414947
EXPH5,0.00734544705267826
SCHIP1,0.0073448965764717
BMI1,0.00734213882321007
TSGA10,0.00733244367354297
HESX1,0.007327227690801
NCAM2,0.0073272276908003
IQCD,0.00732722769079849
TTC9,0.00732722769079718
AUTS2,0.00732479055319629
INO80,0.00732062451982445
TSPAN4,0.0073187707974893
MMADHC,0.00730977943191864
MRPS22,0.00730579000611541
MTIF2,0.00730197051033452
CEP170B,0.00728798741178889
KCND2,0.00728457906527211
TMEM120B,0.0072837456076609
FBXO6,0.00727841529658039
GMPPA,0.00727535767934142
COPB2,0.00727431560506198
L1TD1,0.00726275686099661
MC4R,0.00726235488654356
IFRD2,0.00725902413422227
GCSH,0.00725670646450347
ERI1,0.00724699546541413
NAV3,0.0072463805733346
STON2,0.00724344369719787
TTLL11,0.00724257049033718
STX17,0.00724105564722273
OSBPL11,0.00724092475639971
ZNF549,0.00723370756352467
POLRMT,0.00723051191319075
ADAM33,0.00723025135833205
SLC25A35,0.00723024292370919
TNFRSF10C,0.00722107532187798
CCDC151,0.00722107532187748
ANKRD18B,0.00722107532187736
RNASET2,0.00721632707596258
BDNF,0.00721068058760714
GPR75,0.00721011780939881
OOEP,0.00721011780939876
FER1L5,0.00721011780939856
SP9,0.00721011780939809
DSG2,0.0072101178093974
HOXA2,0.00721011780939703
HIST1H2BI,0.00721011780939688
SEL1L2,0.00721011780939625
RANBP3L,0.00721011780939614
ADAP2,0.00721011780939605
MOB3B,0.00721011780939587
GGT1,0.00721011780939567
NPR1,0.00721011780939489
MYH7B,0.00721011780939435
DNAH12,0.00721011780939425
SLC16A9,0.00721011780939421
BAAT,0.00721011780939391
RIMS3,0.00721011780939382
KLHDC7B,0.00721011780939369
TMEM249,0.00721011780939362
KIAA0895,0.00721011780939309
SEMA4G,0.00721011780939307
ATRNL1,0.00721011780939305
MEFV,0.00721011780939276
TC2N,0.00721011780939219
WFIKKN1,0.00721011780939125
ASPN,0.00721011780939099
EXD1,0.00721011780939097
TSPAN19,0.00721011780939089
NEB,0.00721011780939059
NIPAL1,0.00721011780938997
RHOF,0.00720602496501365
ZNF25,0.00720287861894557
ZNF438,0.00720156904624092
UBN1,0.00719533842240771
AHR,0.00719403265765603
SMIM7,0.00719285415688479
ZNF141,0.00719012564424441
BZW2,0.00718898253754925
CRAT,0.00718621658343348
ATR,0.00717802689571282
AVEN,0.00717696004498277
C3,0.00717653350327762
TMEM94,0.00717399713013041
USP25,0.00717180151500471
PYGL,0.00716605987845915
LSM5,0.00716422351474747
IFNAR1,0.00716357912633484
SCRIB,0.00716275684448716
CNPY4,0.00716265602700085
SOAT2,0.00716170277018148
PHF19,0.00716101247633706
TNIK,0.00715684758047243
MTHFD2L,0.00715513857523066
PWWP2A,0.00715008812499897
COX16,0.00714841183588087
NDST2,0.00714371292660201
DNA2,0.00714336842739987
OSBPL3,0.00714275259716883
RECQL4,0.00714099365641851
KIF21A,0.00712948820686361
LHFPL2,0.00712733208327191
CEND1,0.00712576217061422
CDK20,0.00712439883863758
RAD54L2,0.00712242373500772
NBAS,0.00712163397576941
CNNM4,0.00711327431845921
EPHB4,0.00711130318668237
KLHL35,0.00710838547969814
MFSD12,0.00710814203897891
POLR1B,0.00710240067417737
GTF2B,0.0071002811486585
HIST1H4B,0.00709368625226851
SERTAD2,0.00709198230715381
ALG3,0.00709113633911729
E2F1,0.0070895931793041
GIMAP2,0.00708932992042791
TFAP2C,0.00708563868314026
NDUFA10,0.00708489180673851
HIST1H2AJ,0.00708118486947132
SLC25A46,0.00708039006378817
DCP2,0.00707950116883392
GPAT3,0.00707888754955795
MAN1A2,0.00707757571587339
MTFR2,0.00706846079106327
NSA2,0.00706539984783441
SYTL2,0.00705362509710979
ZMPSTE24,0.00705131082722937
DEGS1,0.00705016826803437
RBBP5,0.00704704529128623
TEX22,0.00704694001673374
ZNF441,0.00704524401076916
NOC4L,0.00704459037942795
KDM1A,0.0070443472375134
ARSG,0.00703837714915304
GINS3,0.00703270888896207
GPR108,0.00702539111520308
TMEM253,0.00702509535738697
FRMD5,0.00702509535738534
RFC4,0.00702409370160332
NPM1,0.0070240238975255
NAT1,0.00702400392856314
ZNF71,0.00702108699282756
ARMC10,0.00701529834051814
COX8A,0.00701396733938799
ZNF230,0.0070139582322247
ATAD3A,0.00700968348659871
TAF12,0.00699798982321826
APOPT1,0.00699500150161181
ORMDL3,0.00699354258909088
DRAM2,0.00699335812067269
PCDH17,0.00698751810486444
POM121C,0.00698741426749345
CEP57,0.00698736671284862
FREM1,0.00698218257921198
SHTN1,0.00697921689227812
CCDC36,0.00697426538314322
TYW3,0.00697316213286372
SPATA7,0.00697246894562523
FANCD2,0.00696740254013272
ZNF780A,0.00696486162824819
NEK8,0.00696126791260746
POLR2J,0.00695935858491395
ST6GALNAC2,0.00695626752081024
FBXO42,0.00695346793125479
PTBP2,0.00695257649379036
SUMF2,0.00695247711909837
UBR7,0.00695060095657406
PPP1R35,0.00694882498608114
ILF3,0.00694833160311113
FAM219B,0.00694609740588894
KCNJ15,0.00694286862211222
DYNC2H1,0.00693862320082925
CSRP1,0.00693803387289321
FEM1B,0.00693621206491279
UPF2,0.00693429760490265
BCL2L11,0.00693094764401135
PPID,0.00693094083186442
SEC23IP,0.00692950468368981
PHF13,0.00692450334597412
SMAD4,0.00692418654510229
FBXL3,0.0069163184498474
HNRNPAB,0.00690997833618044
GUCD1,0.00690663904510183
ZNF814,0.00690254371982596
DUSP19,0.00689509390652234
PLBD1,0.00689295159149086
SPAG8,0.00689295159149027
ASRGL1,0.00689045864704416
PDLIM5,0.00688895800495791
FAM89B,0.00688870616446907
ZNF697,0.00688845162580246
NBPF9,0.00688808349316112
ZNF398,0.00688478010929122
BSCL2,0.00688174927712799
SLC2A6,0.00687702732495267
EIF4G3,0.00687399775725065
LRRC45,0.00686595181155072
RPP25L,0.00686587016990607
PLEKHM2,0.00686326988871034
ZNF595,0.00685809404524758
HIVEP2,0.00685565763349623
ZNF684,0.00685375883132954
NELFE,0.00684788160634181
ADAMTS13,0.00684700287559831
AAK1,0.0068341537556991
HIST1H1E,0.00683286861446769
VPS9D1,0.00682645388035127
TPR,0.00682633529890521
ZRANB1,0.00682514864791133
INAFM1,0.00681889127576011
VIT,0.0068169772551005
ZWINT,0.00681520517443761
SRP72,0.00681198550585563
FGFR1OP,0.00680827968478363
TFDP1,0.00680665027584872
NUDT5,0.00680441654273467
PROSER2,0.0067998125094885
TRNP1,0.00679975885382816
LRBA,0.00679911537524464
MKRN1,0.00679706531483723
HOXA7,0.00679703016342403
FHDC1,0.00679611564122068
PPP5C,0.00679181008365097
WDR12,0.00679107380083272
BMPR1B,0.00678932298965953
DPH6,0.00678872620139233
DIAPH1,0.00678473406861233
TTC4,0.00678414865864239
SEC62,0.00678389144301712
ELMO3,0.0067815535222743
FLNB,0.00677700860146656
RNF32,0.00677176831336221
TGS1,0.00677173641080427
NDUFB5,0.00676662096016714
CBX7,0.00676441175206863
FSIP1,0.00676175703666815
HEATR1,0.0067592347989753
ARHGEF37,0.00675598544635369
ZNF646,0.00675202804971319
FAM162A,0.00674981623411738
JARID2,0.00674593420502328
RBM12,0.00673920411213349
POGLUT1,0.00673574638358152
TGFBR3,0.00673486733805162
NAT14,0.00673474476789015
AK6,0.0067220624711836
COQ5,0.00672083375420931
TMEM208,0.00672042382320737
PDE3A,0.00671651697153218
GUCA1B,0.00671651697153022
NOX5,0.00671651697152972
PLEKHG1,0.00671651697152952
TLR6,0.00671651697152795
CPVL,0.00671651697152742
HIST1H4D,0.00671651697152713
ADAM28,0.00671651697152647
MAP7,0.00671651697152619
HOXA3,0.00671651697152611
TTPA,0.00671651697152593
CDK18,0.00671651697152582
ZMAT4,0.00671651697152437
ST20,0.00671600183202825
TMEM241,0.00671478025365204
YPEL3,0.00671359743176716
MYLPF,0.00671268049185434
CEACAM1,0.00671011246793393
SH2B3,0.00670957081345034
SOCS6,0.00670501597247193
B3GALT2,0.00670489613160272
ALG14,0.0067046809825995
PFKFB4,0.00670416453147324
C16orf58,0.00670341392753422
BAHCC1,0.00670084113785008
FAM200A,0.00669912151060017
SUSD3,0.00669636631216405
PSD,0.00669636631216152
ATP1B1,0.00669040458161839
TXNDC5,0.00668792009707052
LTBP1,0.00668707594719374
CA13,0.00668257791630802
DPY30,0.00667556543328897
RAB21,0.00667330875138009
ULK1,0.00666636531016225
GOT1,0.00666454103108026
ZNF658,0.00666293738409614
CDH24,0.00665709611153312
TBC1D9B,0.00665407799600084
GOLGB1,0.00665324303749725
TAX1BP1,0.00665251789196089
ITGB1BP1,0.00665142705444237
C2CD3,0.00665009722606598
SLC35D1,0.00664804720278912
POC1B,0.0066449953406868
RAB11FIP3,0.00663920355514705
NCF2,0.00663256804526357
MMP25,0.0066303999865712
MCFD2,0.00662930355364369
MPHOSPH9,0.00662885456070348
LURAP1,0.00662479270838121
AGFG2,0.00662416899435225
SHB,0.00661999794933365
DDAH1,0.00661995899315239
FAM71F2,0.0066146362906827
KCNJ12,0.00661359184686052
APOBEC3D,0.006606149379954
TMEM129,0.00660564546534367
YME1L1,0.00660338540084838
NACC1,0.00660177698809768
LCORL,0.00659833512228586
SEMA3B,0.00659805898146918
UAP1L1,0.0065968156416496
MTRF1L,0.00659633345505404
GPRC5B,0.00659525884596652
TMEM182,0.00659525884596328
PPM1F,0.00659158412104907
TBC1D19,0.00657884484051026
TMEM240,0.00657780433123099
WNT9A,0.00657617886418952
EFCAB7,0.0065721720749313
TMEM63A,0.00657142971728249
GDF11,0.00657102642089248
GOLGA2,0.00656836343756444
BBOF1,0.006567081498853
RBM45,0.00656604194267849
TP53RK,0.00656386799494866
ZNF131,0.00656364144362736
NCOA1,0.00656322315492597
WDFY3,0.00655871452908484
TMEM140,0.00655758733865639
SUPT3H,0.00655390220218466
EIF2B4,0.00655261864622186
TXNL1,0.00655253697572806
UBA52,0.00654376204735508
C12orf56,0.00654351823735937
NR1D2,0.00654146908386487
SULF2,0.00653977955661998
EEF1G,0.00653874196860195
PTP4A3,0.0065365138382473
PGD,0.00653261587688198
ALAS1,0.0065310956151796
IQCC,0.00653046124729638
MBIP,0.00652819967661597
FAM167B,0.00652320849316072
SKI,0.00652084251795178
TTLL5,0.00651876023801272
NOP9,0.0065101160765222
CSPG4,0.00651003155399804
ZNF410,0.00650886296325811
FAM83H,0.00650152961151236
TRAF2,0.0064990925182996
MTUS2,0.00649505095489616
P2RX5,0.00649505095489545
SUZ12,0.00649190674552186
CCDC34,0.00649109102782439
CDK19,0.00648894636434069
EMC7,0.00648473072924708
SNX13,0.00648228105413542
PRR5,0.00647912156605944
LYL1,0.00647775061922549
CDK11B,0.00647472412722785
TP53BP2,0.00647345617891946
SNAPC3,0.00647089178716843
SRM,0.0064674164172837
ZFP91,0.00646643273948245
DCPS,0.00646356862706228
KAT5,0.006461446066362
SLC2A12,0.00646036644191687
ABCF1,0.00646005923862569
DOCK7,0.00645848611753539
MIEF2,0.00645712531079095
PLEKHG3,0.00645545231396092
FAM131A,0.0064540118087155
VN1R1,0.00645380474836181
SUMF1,0.00645275539032284
IFT140,0.00644751968708408
IL4,0.00643930819904394
JAK3,0.0064393081990385
GNB5,0.00643374325122628
C5AR1,0.00642869023790211
IVD,0.00642765338302675
SNW1,0.00642577251733521
PPP1R36,0.00642102238521503
JUP,0.00642102238521324
UQCR11,0.00641931085733936
PPP1R7,0.0064183726973094
REC8,0.00641629364156784
YEATS2,0.00641020799617546
LAMP1,0.00640946089571571
UBE4B,0.00640721855262448
TAOK1,0.00640147437794803
PIP4K2A,0.00639057868121172
AGAP6,0.00638970198740433
MTMR6,0.00638872922255515
REM2,0.00638849020835784
UTRN,0.006386042126841
RSPRY1,0.00638590443100259
ZNF10,0.006385146786258
EFNA3,0.00638473593339562
SAMD14,0.00638177989398751
CDK2AP2,0.00638125851495637
CLDND2,0.00637548953389205
CD34,0.0063748691636541
PHLDB3,0.00637180293392984
CYB561,0.00636789732352822
MBOAT7,0.00636449145519214
MARCH8,0.00636255078558734
